pick_id,year,round,original_team,pick_type,rules,EV,value_std,min_value,max_value,p10,p25,p50,p75,p90,expected_draft_slot,resolution_rate,owner_1,owner_2,owner_3,ownership_prob_1,ownership_prob_2,ownership_prob_3
Cleveland_Cavaliers_2026_1,2026,1,Cleveland Cavaliers,nested_swap,"{""type"": ""nested_swap"", ""possible_destinations"": [""Utah Jazz"", ""Atlanta Hawks"", ""Cleveland Cavaliers""], ""levels"": [{""description"": ""LF of ATL and SAS"", ""pool"": [""Atlanta_Hawks_2026_1"", ""San_Antonio_Spurs_2026_1""], ""allocation"": [{""rank"": ""mf"", ""to"": ""San Antonio Spurs""}, {""rank"": ""lf"", ""to"": ""TEMP_ATL_SAS_LF""}]}, {""description"": ""MF of UTH (if 1-8) and MIN"", ""pool"": [{""pick"": ""Utah_Jazz_2026_1"", ""condition"": {""range"": [1, 8]}}, ""Minnesota_Timberwolves_2026_1""], ""allocation"": [{""rank"": ""mf"", ""to"": ""TEMP_UTH_MIN_MF""}, {""rank"": ""lf"", ""to"": ""TEMP_UTH_MIN_LF""}]}, {""description"": ""LF of CLE and MF(UTH,MIN)"", ""pool"": [""Cleveland_Cavaliers_2026_1"", ""TEMP_UTH_MIN_MF""], ""allocation"": [{""rank"": ""mf"", ""to"": ""Utah Jazz""}, {""rank"": ""lf"", ""to"": ""TEMP_CLE_SIDE_LF""}]}, {""description"": ""MF of LF(ATL,SAS) and LF(CLE,MF(UTH,MIN)) to ATL, LF to CLE"", ""pool"": [""TEMP_ATL_SAS_LF"", ""TEMP_CLE_SIDE_LF""], ""allocation"": [{""rank"": ""mf"", ""to"": ""Atlanta Hawks""}, {""rank"": ""lf"", ""to"": ""Cleveland Cavaliers""}]}]}",,,,,,,,,,,0.0,,,,,,
Detroit_Pistons_2028_1,2028,1,Detroit Pistons,unprotected,"{""type"": ""unprotected"", ""owner"": ""Detroit Pistons""}",0.15252025,0.03225039493920771,0.1175,0.2575,0.1175,0.13,0.1425,0.175,0.2,27.0918,1.0,Detroit Pistons,,,1.0,,
Boston_Celtics_2028_2,2028,2,Boston Celtics,conditional_trigger,"{""type"": ""conditional_trigger"", ""triggers"": [{""pick_id"": ""Boston_Celtics_2028_1"", ""condition"": {""range"": [1, 1]}}], ""trigger_logic"": ""ALL"", ""if_triggered"": {""type"": ""protected"", ""protection_range"": [31, 45], ""if_protected_to"": ""San Antonio Spurs"", ""if_not_protected_to"": ""New York Knicks""}, ""if_not_triggered"": {""type"": ""protected"", ""protection_range"": [31, 45], ""if_protected_to"": ""Boston Celtics"", ""if_not_protected_to"": ""New York Knicks""}}",,,,,,,,,,,0.0,,,,,,
Cleveland_Cavaliers_2031_2,2031,2,Cleveland Cavaliers,swap,"{""type"": ""swap"", ""possible_destinations"": [""Utah Jazz"", ""Boston Celtics""], ""pool"": [""Boston_Celtics_2031_2"", ""Cleveland_Cavaliers_2031_2""], ""allocation"": [{""rank"": ""mf"", ""to"": ""Utah Jazz""}, {""rank"": ""lf"", ""to"": ""Boston Celtics""}]}",0.0466105,0.02281158316694962,0.0125,0.09,0.0175,0.025,0.045,0.0675,0.08,45.9841,1.0,Utah Jazz,Boston Celtics,,0.5353,0.4647,
New_Orleans_Pelicans_2027_2,2027,2,New Orleans Pelicans,swap,"{""type"": ""swap"", ""possible_destinations"": [""Charlotte Hornets"", ""Portland Trail Blazers""], ""pool"": [""New_Orleans_Pelicans_2027_2"", ""Portland_Trail_Blazers_2027_2""], ""allocation"": [{""rank"": ""mf"", ""to"": ""Charlotte Hornets""}, {""rank"": ""lf"", ""to"": ""Portland Trail Blazers""}]}",,,,,,,,,,,0.0,,,,,,
Dallas_Mavericks_2032_2,2032,2,Dallas Mavericks,unprotected,"{""type"": ""unprotected"", ""owner"": ""Dallas Mavericks""}",0.0474125,0.022542446849022315,0.0125,0.09,0.02,0.0275,0.045,0.0675,0.08,45.6465,1.0,Dallas Mavericks,,,1.0,,
Los_Angeles_Lakers_2026_1,2026,1,Los Angeles Lakers,unprotected,"{""type"": ""unprotected"", ""owner"": ""Los Angeles Lakers""}",0.175,0.0,0.175,0.175,0.175,0.175,0.175,0.175,0.175,25.0,1.0,Los Angeles Lakers,,,1.0,,
Brooklyn_Nets_2029_1,2029,1,Brooklyn Nets,unprotected,"{""type"": ""unprotected"", ""owner"": ""Brooklyn Nets""}",0.527263,0.19529981255156975,0.215,1.0,0.295,0.375,0.5,0.6025,0.775,8.0202,1.0,Brooklyn Nets,,,1.0,,
Los_Angeles_Clippers_2030_2,2030,2,Los Angeles Clippers,swap,"{""type"": ""swap"", ""possible_destinations"": [""Charlotte Hornets"", ""Los Angeles Clippers""], ""pool"": [""Los_Angeles_Clippers_2030_2"", ""Utah_Jazz_2030_2""], ""allocation"": [{""rank"": ""mf"", ""to"": ""Charlotte Hornets""}, {""rank"": ""lf"", ""to"": ""Utah Jazz""}]}",0.061810000000000004,0.019365921199116475,0.02,0.09,0.035,0.045,0.065,0.08,0.0875,40.1572,1.0,Utah Jazz,Charlotte Hornets,,0.6375,0.3625,
Oklahoma_City_Thunder_2028_2,2028,2,Oklahoma City Thunder,unprotected,"{""type"": ""unprotected"", ""owner"": ""Oklahoma City Thunder""}",0.020237,0.006383702386986451,0.0125,0.04,0.0125,0.015,0.02,0.025,0.03,56.5632,1.0,Oklahoma City Thunder,,,1.0,,
Phoenix_Suns_2032_1,2032,1,Phoenix Suns,unprotected,"{""type"": ""unprotected"", ""owner"": ""Phoenix Suns""}",0.360568,0.2040436644635181,0.1175,1.0,0.1425,0.2,0.31,0.4775,0.6025,15.5072,1.0,Phoenix Suns,,,1.0,,
Los_Angeles_Lakers_2031_2,2031,2,Los Angeles Lakers,unprotected,"{""type"": ""unprotected"", ""owner"": ""Brooklyn Nets""}",0.042233,0.02228409453145696,0.0125,0.09,0.015,0.0225,0.04,0.0575,0.0725,47.6737,1.0,Brooklyn Nets,,,1.0,,
Los_Angeles_Clippers_2027_1,2027,1,Los Angeles Clippers,protected_swap,"{""type"": ""protected_swap"", ""possible_destinations"": [""Los Angeles Clippers"", ""Oklahoma City Thunder""], ""pool"": [""Los_Angeles_Clippers_2027_1"", ""Oklahoma_City_Thunder_2027_1"", {""pick"": ""Denver_Nuggets_2027_1"", ""condition"": {""range"": [6, 30]}}], ""allocation"": [{""rank"": ""mf"", ""to"": ""Oklahoma City Thunder""}, {""rank"": ""mid"", ""to"": ""Oklahoma City Thunder""}, {""rank"": ""lf"", ""to"": ""Los Angeles Clippers""}]}",,,,,,,,,,,0.0,,,,,,
Denver_Nuggets_2026_2,2026,2,Denver Nuggets,swap,"{""type"": ""swap"", ""possible_destinations"": [""Charlotte Hornets"", ""Minnesota Timberwolves""], ""pool"": [""Denver_Nuggets_2026_2"", ""Golden_State_Warriors_2026_2""], ""allocation"": [{""rank"": ""mf"", ""to"": ""Charlotte Hornets""}, {""rank"": ""lf"", ""to"": ""Minnesota Timberwolves""}]}",0.0175,0.0,0.0175,0.0175,0.0175,0.0175,0.0175,0.0175,0.0175,58.0,1.0,Charlotte Hornets,,,1.0,,
Brooklyn_Nets_2032_2,2032,2,Brooklyn Nets,unprotected,"{""type"": ""unprotected"", ""owner"": ""Brooklyn Nets""}",0.04745175,0.022850640299862727,0.0125,0.09,0.0175,0.0275,0.045,0.0675,0.0825,45.6586,1.0,Brooklyn Nets,,,1.0,,
Portland_Trail_Blazers_2027_1,2027,1,Portland Trail Blazers,protection_backup,"{""type"": ""protection_backup"", ""triggers"": [{""pick_id"": ""Portland_Trail_Blazers_2026_1"", ""condition"": {""range"": [1, 14]}}], ""trigger_logic"": ""ALL"", ""if_triggered"": {""type"": ""protected"", ""protection_range"": [1, 14], ""if_protected_to"": ""Portland Trail Blazers"", ""if_not_protected_to"": ""Chicago Bulls""}, ""if_not_triggered_to"": ""Portland Trail Blazers""}",0.30705958549222795,0.006321761467427204,0.2825,0.31,0.295,0.31,0.31,0.31,0.31,15.19818652849741,0.0772,Portland Trail Blazers,,,0.0772,,
Phoenix_Suns_2029_2,2029,2,Phoenix Suns,unprotected,"{""type"": ""unprotected"", ""owner"": ""Phoenix Suns""}",0.0642495,0.016979195477345364,0.0225,0.09,0.04,0.05,0.0675,0.08,0.0875,39.211,1.0,Phoenix Suns,,,1.0,,
Denver_Nuggets_2031_1,2031,1,Denver Nuggets,unprotected,"{""type"": ""unprotected"", ""owner"": ""Denver Nuggets""}",0.3712025,0.20650767791017738,0.1175,1.0,0.155,0.215,0.31,0.5,0.6675,14.9859,1.0,Denver Nuggets,,,1.0,,
Portland_Trail_Blazers_2030_2,2030,2,Portland Trail Blazers,swap,"{""type"": ""swap"", ""possible_destinations"": [""Philadelphia 76ers"", ""Washington Wizards""], ""pool"": [""Portland_Trail_Blazers_2030_2"", ""Phoenix_Suns_2030_2""], ""allocation"": [{""rank"": ""mf"", ""to"": ""Philadelphia 76ers""}, {""rank"": ""lf"", ""to"": ""Washington Wizards""}]}",0.05008225,0.021895531538823912,0.0125,0.09,0.0225,0.03,0.0475,0.07,0.0825,44.5921,1.0,Philadelphia 76ers,Washington Wizards,,0.6281,0.3719,
Chicago_Bulls_2029_1,2029,1,Chicago Bulls,unprotected,"{""type"": ""unprotected"", ""owner"": ""Chicago Bulls""}",0.48385500000000004,0.2024983414322903,0.175,1.0,0.2575,0.31,0.4775,0.56,0.775,9.7395,1.0,Chicago Bulls,,,1.0,,
Indiana_Pacers_2028_2,2028,2,Indiana Pacers,swap,"{""type"": ""swap"", ""possible_destinations"": [""Indiana Pacers"", ""New York Knicks""], ""pool"": [""Indiana_Pacers_2028_2"", ""Phoenix_Suns_2028_2""], ""allocation"": [{""rank"": ""mf"", ""to"": ""Indiana Pacers""}, {""rank"": ""lf"", ""to"": ""New York Knicks""}]}",0.0312615,0.009647690166177317,0.0125,0.0875,0.02,0.0225,0.03,0.04,0.045,51.7275,1.0,Indiana Pacers,New York Knicks,,0.9992,0.0008,
Dallas_Mavericks_2030_2,2030,2,Dallas Mavericks,unprotected,"{""type"": ""unprotected"", ""owner"": ""Brooklyn Nets""}",0.041365250000000006,0.021503237113470502,0.0125,0.09,0.015,0.0225,0.0375,0.0575,0.07,47.9944,1.0,Brooklyn Nets,,,1.0,,
New_Orleans_Pelicans_2032_1,2032,1,New Orleans Pelicans,unprotected,"{""type"": ""unprotected"", ""owner"": ""New Orleans Pelicans""}",0.36338525,0.20765245944083738,0.1175,1.0,0.155,0.2,0.31,0.4775,0.6675,15.4301,1.0,New Orleans Pelicans,,,1.0,,
Milwaukee_Bucks_2029_2,2029,2,Milwaukee Bucks,swap,"{""type"": ""swap"", ""possible_destinations"": [""Detroit Pistons"", ""Sacramento Kings""], ""pool"": [""Milwaukee_Bucks_2029_2"", ""Detroit_Pistons_2029_2"", ""New_York_Knicks_2029_2""], ""allocation"": [{""rank"": ""mf"", ""to"": ""Detroit Pistons""}, {""rank"": ""mid"", ""to"": ""Detroit Pistons""}, {""rank"": ""lf"", ""to"": ""Sacramento Kings""}]}",0.0699065,0.014246018835283956,0.03,0.09,0.0475,0.0575,0.0725,0.0825,0.0875,37.2036,1.0,Sacramento Kings,Detroit Pistons,,0.6625,0.3375,
Dallas_Mavericks_2027_1,2027,1,Dallas Mavericks,protected,"{""type"": ""protected"", ""protection_range"": [1, 2], ""if_protected_to"": ""Dallas Mavericks"", ""fallback_pick"": ""Miami_Heat_2028_2"", ""if_not_protected_to"": ""Charlotte Hornets""}",0.46680125,0.14059760094673288,0.31,1.0,0.375,0.4,0.43,0.4575,0.6675,9.2934,1.0,Charlotte Hornets,Dallas Mavericks,,0.9287,0.0713,
Chicago_Bulls_2032_2,2032,2,Chicago Bulls,unprotected,"{""type"": ""unprotected"", ""owner"": ""Chicago Bulls""}",0.04790475,0.02258440408707514,0.0125,0.09,0.02,0.0275,0.045,0.0675,0.08,45.4625,1.0,Chicago Bulls,,,1.0,,
Cleveland_Cavaliers_2028_1,2028,1,Cleveland Cavaliers,nested_swap,"{""type"": ""nested_swap"", ""possible_destinations"": [""Atlanta Hawks"", ""Utah Jazz"", ""Cleveland Cavaliers""], ""levels"": [{""description"": ""Sub-swap (ii): less favorable of UTH and CLE"", ""pool"": [""Utah_Jazz_2028_1"", ""Cleveland_Cavaliers_2028_1""], ""allocation"": [{""rank"": ""mf"", ""to"": ""Utah Jazz""}, {""rank"": ""lf"", ""to"": ""TEMP_II_LF""}]}, {""description"": ""More favorable of ATL and (lf of UTH and CLE)"", ""pool"": [""Atlanta_Hawks_2028_1"", ""TEMP_II_LF""], ""allocation"": [{""rank"": ""mf"", ""to"": ""Atlanta Hawks""}, {""rank"": ""lf"", ""to"": ""Cleveland Cavaliers""}]}]}",0.2484735,0.07436206371128987,0.1175,1.0,0.165,0.1875,0.245,0.295,0.33,19.864,1.0,Atlanta Hawks,Cleveland Cavaliers,Utah Jazz,0.5192,0.4646,0.0162
Detroit_Pistons_2026_1,2026,1,Detroit Pistons,unprotected,"{""type"": ""unprotected"", ""owner"": ""Detroit Pistons""}",0.165,0.0,0.165,0.165,0.165,0.165,0.165,0.165,0.165,26.0,1.0,Detroit Pistons,,,1.0,,
New_Orleans_Pelicans_2029_2,2029,2,New Orleans Pelicans,unprotected,"{""type"": ""unprotected"", ""owner"": ""San Antonio Spurs""}",0.05411725,0.020158981023084718,0.015,0.09,0.0275,0.035,0.05375,0.07,0.0825,42.9518,1.0,San Antonio Spurs,,,1.0,,
Milwaukee_Bucks_2032_1,2032,1,Milwaukee Bucks,unprotected,"{""type"": ""unprotected"", ""owner"": ""Milwaukee Bucks""}",0.362914,0.2053854319847615,0.1175,1.0,0.155,0.2,0.31,0.4775,0.6675,15.4054,1.0,Milwaukee Bucks,,,1.0,,
Boston_Celtics_2031_1,2031,1,Boston Celtics,unprotected,"{""type"": ""unprotected"", ""owner"": ""Boston Celtics""}",0.37257049999999997,0.20816647690721143,0.1175,1.0,0.155,0.215,0.31,0.5,0.6675,14.9568,1.0,Boston Celtics,,,1.0,,
Detroit_Pistons_2031_2,2031,2,Detroit Pistons,unprotected,"{""type"": ""unprotected"", ""owner"": ""Detroit Pistons""}",0.0444415,0.02270315773382874,0.0125,0.09,0.015,0.0225,0.0425,0.0625,0.08,46.8246,1.0,Detroit Pistons,,,1.0,,
Los_Angeles_Lakers_2028_1,2028,1,Los Angeles Lakers,unprotected,"{""type"": ""unprotected"", ""owner"": ""Los Angeles Lakers""}",0.18558824999999998,0.04640926598142227,0.1175,0.35,0.13,0.1425,0.175,0.23,0.2575,24.4703,1.0,Los Angeles Lakers,,,1.0,,
Brooklyn_Nets_2027_1,2027,1,Brooklyn Nets,swap,"{""type"": ""swap"", ""possible_destinations"": [""Brooklyn Nets"", ""Houston Rockets""], ""pool"": [""Houston_Rockets_2027_1"", ""Brooklyn_Nets_2027_1""], ""allocation"": [{""rank"": ""mf"", ""to"": ""Houston Rockets""}, {""rank"": ""lf"", ""to"": ""Brooklyn Nets""}]}",0.6638904999999999,0.1573667744154372,0.4575,1.0,0.5275,0.56,0.6025,0.775,1.0,3.8422,1.0,Houston Rockets,,,1.0,,
Oklahoma_City_Thunder_2026_2,2026,2,Oklahoma City Thunder,swap,"{""type"": ""swap"", ""possible_destinations"": [""Oklahoma City Thunder"", ""Phoenix Suns"", ""Washington Wizards""], ""pool"": [""Oklahoma_City_Thunder_2026_2"", ""Philadelphia_76ers_2026_2"", ""Dallas_Mavericks_2026_2""], ""allocation"": [{""rank"": ""mf"", ""to"": ""Oklahoma City Thunder""}, {""rank"": ""mid"", ""to"": ""Phoenix Suns""}, {""rank"": ""lf"", ""to"": ""Washington Wizards""}]}",0.0125,0.0,0.0125,0.0125,0.0125,0.0125,0.0125,0.0125,0.0125,60.0,1.0,Oklahoma City Thunder,,,1.0,,
Portland_Trail_Blazers_2032_2,2032,2,Portland Trail Blazers,unprotected,"{""type"": ""unprotected"", ""owner"": ""Portland Trail Blazers""}",0.047764,0.022824655539351504,0.0125,0.09,0.0175,0.0275,0.045,0.0675,0.0825,45.5322,1.0,Portland Trail Blazers,,,1.0,,
Brooklyn_Nets_2030_2,2030,2,Brooklyn Nets,unprotected,"{""type"": ""unprotected"", ""owner"": ""Brooklyn Nets""}",0.055842750000000003,0.021235594940729834,0.015,0.09,0.025,0.0375,0.055,0.075,0.0875,42.3836,1.0,Brooklyn Nets,,,1.0,,
Los_Angeles_Clippers_2029_1,2029,1,Los Angeles Clippers,protected_swap,"{""type"": ""protected_swap"", ""possible_destinations"": [""Los Angeles Clippers"", ""Philadelphia 76ers""], ""pool"": [""Philadelphia_76ers_2029_1"", {""pick"": ""Los_Angeles_Clippers_2029_1"", ""condition"": {""range"": [4, 30]}}], ""allocation"": [{""rank"": ""mf"", ""to"": ""Philadelphia 76ers""}, {""rank"": ""lf"", ""to"": ""Los Angeles Clippers""}]}",0.46559750000000005,0.20217361452670113,0.165,1.0,0.245,0.295,0.4575,0.56,0.775,10.433,1.0,Philadelphia 76ers,Los Angeles Clippers,,0.5045,0.4955,
Oklahoma_City_Thunder_2031_1,2031,1,Oklahoma City Thunder,unprotected,"{""type"": ""unprotected"", ""owner"": ""Oklahoma City Thunder""}",0.3309815,0.1897480786229045,0.1175,1.0,0.13,0.1875,0.2825,0.43,0.6025,16.8159,1.0,Oklahoma City Thunder,,,1.0,,
Denver_Nuggets_2028_2,2028,2,Denver Nuggets,protected,"{""type"": ""protected"", ""protection_range"": [31, 33], ""if_protected_to"": ""Denver Nuggets"", ""if_not_protected_to"": ""Washington Wizards""}",0.028948,0.009109835064889535,0.0125,0.055,0.0175,0.0225,0.0275,0.0375,0.0425,52.7314,1.0,Washington Wizards,Denver Nuggets,,0.8687,0.1313,
Phoenix_Suns_2030_1,2030,1,Phoenix Suns,nested_swap,"{""type"": ""nested_swap"", ""possible_destinations"": [""Washington Wizards"", ""Phoenix Suns"", ""Memphis Grizzlies""], ""levels"": [{""description"": ""Sub-swap (i): PHX and WAS"", ""pool"": [""Washington_Wizards_2030_1"", ""Phoenix_Suns_2030_1""], ""allocation"": [{""rank"": ""mf"", ""to"": ""Washington Wizards""}, {""rank"": ""lf"", ""to"": ""TEMP_I_LF""}]}, {""description"": ""Sub-swap (ii): MEM and (lf of PHX and WAS)"", ""pool"": [""Memphis_Grizzlies_2030_1"", ""TEMP_I_LF""], ""allocation"": [{""rank"": ""mf"", ""to"": ""Memphis Grizzlies""}, {""rank"": ""lf"", ""to"": ""Phoenix Suns""}]}]}",0.46202200000000004,0.21402337983667066,0.13,1.0,0.215,0.2825,0.43,0.56,0.775,10.874,1.0,Washington Wizards,Phoenix Suns,Memphis Grizzlies,0.6704,0.2316,0.098
Portland_Trail_Blazers_2029_1,2029,1,Portland Trail Blazers,swap,"{""type"": ""swap"", ""possible_destinations"": [""Portland Trail Blazers"", ""Washington Wizards""], ""pool"": [""Portland_Trail_Blazers_2029_1"", ""Milwaukee_Bucks_2029_1"", ""Boston_Celtics_2029_1""], ""allocation"": [{""rank"": ""mf"", ""to"": ""Portland Trail Blazers""}, {""rank"": ""mid"", ""to"": ""Washington Wizards""}, {""rank"": ""lf"", ""to"": ""Portland Trail Blazers""}]}",0.37854275,0.19192195797050607,0.13,1.0,0.1875,0.23,0.33,0.4775,0.6025,14.2185,1.0,Portland Trail Blazers,Washington Wizards,,0.5266,0.4734,
Phoenix_Suns_2027_2,2027,2,Phoenix Suns,swap,"{""type"": ""swap"", ""possible_destinations"": [""Philadelphia 76ers"", ""Washington Wizards""], ""pool"": [""Phoenix_Suns_2027_2"", ""Golden_State_Warriors_2027_2""], ""allocation"": [{""rank"": ""mf"", ""to"": ""Philadelphia 76ers""}, {""rank"": ""lf"", ""to"": ""Washington Wizards""}]}",0.05364125,0.008186872169827265,0.04,0.09,0.0475,0.05,0.0525,0.055,0.0575,42.6641,1.0,Washington Wizards,Philadelphia 76ers,,0.6232,0.3768,
Los_Angeles_Clippers_2032_2,2032,2,Los Angeles Clippers,unprotected,"{""type"": ""unprotected"", ""owner"": ""Los Angeles Clippers""}",0.047975,0.022793504104962375,0.0125,0.09,0.02,0.0275,0.0475,0.0675,0.0825,45.4513,1.0,Los Angeles Clippers,,,1.0,,
Minnesota_Timberwolves_2029_1,2029,1,Minnesota Timberwolves,protected_swap,"{""type"": ""protected_swap"", ""possible_destinations"": [""Minnesota Timberwolves"", ""Utah Jazz"", ""Charlotte Hornets""], ""pool"": [""Utah_Jazz_2029_1"", ""Cleveland_Cavaliers_2029_1"", {""pick"": ""Minnesota_Timberwolves_2029_1"", ""condition"": {""range"": [6, 30]}}], ""fallback_pick"": ""Minnesota_Timberwolves_2029_2"", ""allocation"": [{""rank"": ""mf"", ""to"": ""Utah Jazz""}, {""rank"": ""mid"", ""to"": ""Utah Jazz""}, {""rank"": ""lf"", ""to"": ""Charlotte Hornets""}]}",0.196599,0.07693917345956641,0.1175,1.0,0.1175,0.13,0.175,0.245,0.295,23.8165,1.0,Utah Jazz,Minnesota Timberwolves,,0.7709,0.2291,
Toronto_Raptors_2031_1,2031,1,Toronto Raptors,unprotected,"{""type"": ""unprotected"", ""owner"": ""Toronto Raptors""}",0.37010575,0.2066563182564835,0.1175,1.0,0.155,0.215,0.31,0.4775,0.6675,15.0466,1.0,Toronto Raptors,,,1.0,,
Philadelphia_76ers_2030_2,2030,2,Philadelphia 76ers,unprotected,"{""type"": ""unprotected"", ""owner"": ""Dallas Mavericks""}",0.03730825,0.020231344188319934,0.0125,0.09,0.015,0.02,0.035,0.0525,0.0675,49.5746,1.0,Dallas Mavericks,,,1.0,,
Sacramento_Kings_2028_2,2028,2,Sacramento Kings,unprotected,"{""type"": ""unprotected"", ""owner"": ""Portland Trail Blazers""}",0.07793525,0.007934811186181796,0.055,0.09,0.0675,0.0725,0.075,0.0825,0.09,34.4867,1.0,Portland Trail Blazers,,,1.0,,
New_York_Knicks_2028_2,2028,2,New York Knicks,unprotected,"{""type"": ""unprotected"", ""owner"": ""Detroit Pistons""}",0.051470249999999995,0.014101600102472212,0.0225,0.09,0.035,0.04,0.05,0.06,0.0675,43.667,1.0,Detroit Pistons,,,1.0,,
Philadelphia_76ers_2027_1,2027,1,Philadelphia 76ers,protection_backup,"{""type"": ""protection_backup"", ""triggers"": [{""pick_id"": ""Philadelphia_76ers_2026_1"", ""condition"": {""range"": [1, 4]}}], ""trigger_logic"": ""ALL"", ""if_not_triggered_to"": ""Philadelphia 76ers"", ""protection_range"": [1, 4], ""if_protected_to"": ""Philadelphia 76ers"", ""if_not_protected_to"": ""Oklahoma City Thunder"", ""fallback_pick"": ""Philadelphia_76ers_2027_2""}",0.31413670526101967,0.030567531735753814,0.245,0.43,0.2825,0.295,0.31,0.33,0.35,15.03747714808044,0.9846,Philadelphia 76ers,,,0.9846,,
Orlando_Magic_2029_1,2029,1,Orlando Magic,protected_swap,"{""type"": ""protected_swap"", ""possible_destinations"": [""Memphis Grizzlies"", ""Orlando Magic""], ""pool"": [""Memphis_Grizzlies_2029_1"", {""pick"": ""Orlando_Magic_2029_1"", ""condition"": {""range"": [3, 30]}}], ""allocation"": [{""rank"": ""mf"", ""to"": ""Memphis Grizzlies""}, {""rank"": ""lf"", ""to"": ""Orlando Magic""}], ""fallback_pick"": ""Orlando_Magic_2029_2""}",0.23585525,0.11266670338233291,0.1175,1.0,0.13,0.155,0.2,0.295,0.375,21.3871,1.0,Orlando Magic,Memphis Grizzlies,,0.9661,0.0339,
Toronto_Raptors_2026_2,2026,2,Toronto Raptors,protected,"{""type"": ""protected"", ""protection_range"": [31, 55], ""if_protected_to"": ""Toronto Raptors"", ""if_not_kept_to"": ""Indiana Pacers""}",0.0475,0.0,0.0475,0.0475,0.0475,0.0475,0.0475,0.0475,0.0475,45.0,1.0,Toronto Raptors,,,1.0,,
Minnesota_Timberwolves_2032_2,2032,2,Minnesota Timberwolves,unprotected,"{""type"": ""unprotected"", ""owner"": ""Minnesota Timberwolves""}",0.047836250000000004,0.022556560925406546,0.0125,0.09,0.02,0.0275,0.0475,0.0675,0.08,45.4855,1.0,Minnesota Timberwolves,,,1.0,,
Washington_Wizards_2031_1,2031,1,Washington Wizards,unprotected,"{""type"": ""unprotected"", ""owner"": ""Washington Wizards""}",0.348198,0.2033149072034541,0.1175,1.0,0.1425,0.1875,0.295,0.4575,0.6025,16.1445,1.0,Washington Wizards,,,1.0,,
Atlanta_Hawks_2026_2,2026,2,Atlanta Hawks,unprotected,"{""type"": ""unprotected"", ""owner"": ""Brooklyn Nets""}",0.0425,0.0,0.0425,0.0425,0.0425,0.0425,0.0425,0.0425,0.0425,47.0,1.0,Brooklyn Nets,,,1.0,,
Orlando_Magic_2032_2,2032,2,Orlando Magic,unprotected,"{""type"": ""unprotected"", ""owner"": ""Orlando Magic""}",0.0478085,0.022707105474144073,0.0125,0.09,0.02,0.0275,0.045,0.0675,0.0825,45.5072,1.0,Orlando Magic,,,1.0,,
Washington_Wizards_2026_2,2026,2,Washington Wizards,protection_backup,"{""type"": ""protection_backup"", ""triggers"": [{""pick_id"": ""Washington_Wizards_2026_1"", ""condition"": {""range"": [1, 8]}}], ""trigger_logic"": ""ALL"", ""if_triggered_to"": ""New York Knicks"", ""if_not_triggered_to"": ""Washington Wizards""}",0.0803165,0.005819855223412534,0.075,0.09,0.075,0.075,0.08,0.0875,0.09,33.6696,1.0,New York Knicks,,,1.0,,
Atlanta_Hawks_2031_1,2031,1,Atlanta Hawks,unprotected,"{""type"": ""unprotected"", ""owner"": ""Atlanta Hawks""}",0.35496975000000003,0.20463167123401152,0.1175,1.0,0.1425,0.1875,0.295,0.4775,0.6025,15.8121,1.0,Atlanta Hawks,,,1.0,,
Golden_State_Warriors_2032_1,2032,1,Golden State Warriors,unprotected,"{""type"": ""unprotected"", ""owner"": ""Golden State Warriors""}",0.36498400000000003,0.2059999413630601,0.1175,1.0,0.155,0.2,0.31,0.4775,0.6675,15.2941,1.0,Golden State Warriors,,,1.0,,
Charlotte_Hornets_2029_1,2029,1,Charlotte Hornets,unprotected,"{""type"": ""unprotected"", ""owner"": ""Charlotte Hornets""}",0.42647825,0.20209202921135877,0.1425,1.0,0.215,0.27,0.4,0.5275,0.6675,12.126,1.0,Charlotte Hornets,,,1.0,,
Memphis_Grizzlies_2032_1,2032,1,Memphis Grizzlies,unprotected,"{""type"": ""unprotected"", ""owner"": ""Memphis Grizzlies""}",0.3610625,0.20363583390217693,0.1175,1.0,0.1425,0.2,0.31,0.4775,0.6025,15.4602,1.0,Memphis Grizzlies,,,1.0,,
San_Antonio_Spurs_2028_2,2028,2,San Antonio Spurs,unprotected,"{""type"": ""unprotected"", ""owner"": ""San Antonio Spurs""}",0.02200675,0.007000427132361528,0.0125,0.045,0.0125,0.015,0.0225,0.0275,0.0325,55.7747,1.0,San Antonio Spurs,,,1.0,,
Miami_Heat_2031_2,2031,2,Miami Heat,nested_swap,"{""type"": ""nested_swap"", ""possible_destinations"": [""Washington Wizards"", ""Memphis Grizzlies"", ""Indiana Pacers""], ""levels"": [{""description"": ""Sub-swap (i): MF(MIA, IND) to WAS"", ""pool"": [""Indiana_Pacers_2031_2"", ""Miami_Heat_2031_2""], ""allocation"": [{""rank"": ""mf"", ""to"": ""Washington Wizards""}, {""rank"": ""lf"", ""to"": ""TEMP_I_LF""}]}, {""description"": ""MEM and LF(MIA, IND)"", ""pool"": [""Memphis_Grizzlies_2031_2"", ""TEMP_I_LF""], ""allocation"": [{""rank"": ""mf"", ""to"": ""Memphis Grizzlies""}, {""rank"": ""lf"", ""to"": ""Indiana Pacers""}]}]}",0.05178175,0.022130690650866952,0.0125,0.09,0.0225,0.0325,0.05,0.0725,0.0825,43.9546,1.0,Washington Wizards,Indiana Pacers,Memphis Grizzlies,0.4172,0.3633,0.2195
